GHGRP ID,Landfill ID,Landfill Name,State,Physical Address,City,County,Zip Code,Latitude,Longitude,Ownership Type,Landfill Owner Organization(s),Year Landfill Opened,Landfill Closure Year,Current Landfill Status,Waste in Place (tons),Waste in Place Year,LFG Collection System In Place?,LFG Collected (mmscfd),LFG Flared (mmscfd),Project ID,Current Project Status,Project Name,Project Start Date,Project Shutdown Date,Project Type Category,LFG Energy Project Type,RNG Delivery Method,Actual MW Generation,Rated MW Capacity,LFG Flow to Project (mmscfd),Current Year Emission Reductions (MMTCO2e/yr) - Direct,Current Year Emission Reductions (MMTCO2e/yr) - Avoided
,1314,Morris Township LF,PA,,Graysville,Greene,,,,Public,"Morris Township, PA",,1990,Closed,,,No,,,1390-0,Low Potential,,,,Unknown,Unknown,,,,,,
1004164,1297,"Mostoller Landfill, Inc.",PA,7095 Glades Pike Route 31,Somerset,Somerset,15501,39.9719,-78.9897,Private,"Waste Management, Inc.",2000,2056,Open,"6,611,635",2019,Yes,2.095,1.075,1372-0,Operational,Project #1,1/1/2012,,Electricity,Cogeneration,,1.96,,1.02,0.0886,0.0103
1007935,1259,Mountain View Reclamation Landfill,PA,9446 Letzburg Road,Greencastle,Franklin,17225,39.7947,-77.8033,Private,"Waste Management, Inc.",1977,2048,Open,"11,284,292",2019,Yes,2.666,,1334-0,Operational,Project #1,6/30/2003,,Electricity,Reciprocating Engine,,1.2,16.8,,0.0542,0.0063
1007935,1259,Mountain View Reclamation Landfill,PA,9446 Letzburg Road,Greencastle,Franklin,17225,39.7947,-77.8033,Private,"Waste Management, Inc.",1977,2048,Open,"11,284,292",2019,Yes,2.666,,1334-1,Operational,"Project #1, Expansion #1",1/1/2007,,Electricity,Reciprocating Engine,,1.6,,,0.0723,0.0084
1007647,1292,Northwest SLF,PA,1436 West Sunbury Road,West Sunbury,Butler,16061,41.019046,-79.901903,Private,"Waste Management, Inc.",1991,2026,Open,"4,571,620",2019,Yes,0.984,0.984,1367-0,Candidate,,,,Unknown,Unknown,,,,,,
1007616,1257,Pine Grove Landfill Inc.,PA,193 Shultz Road,Pine Grove,Schuylkill,17963,40.56754,-76.40548,Private,"Waste Management, Inc.",1990,2011,Closed,"3,724,054",2010,Yes,2.39,,1332-0,Operational,Project #1,3/1/2008,,Electricity,Cogeneration,,0.3,6.3,0.17,0.0136,0.0016
1007616,1257,Pine Grove Landfill Inc.,PA,193 Shultz Road,Pine Grove,Schuylkill,17963,40.56754,-76.40548,Private,"Waste Management, Inc.",1990,2011,Closed,"3,724,054",2010,Yes,2.39,,180903-0,Operational,Project #2,3/1/2008,,Direct,Direct Thermal,,,,0.77,0.0674,0.0067
1011037,1263,Pioneer Crossing LF,PA,727 Redlane Road,Birdsboro,Berks,19508,40.2736,-75.8139,Private,J.P. Mascaro & Sons,1966,2050,Open,"9,994,912",2019,Yes,4.648,1.573,1338-0,Shutdown,Project #1,1/1/1986,1/1/1990,Electricity,Cogeneration,,0.3,,,,
1011037,1263,Pioneer Crossing LF,PA,727 Redlane Road,Birdsboro,Berks,19508,40.2736,-75.8139,Private,J.P. Mascaro & Sons,1966,2050,Open,"9,994,912",2019,Yes,4.648,1.573,167019-0,Operational,Project #2,10/6/2008,,Electricity,Reciprocating Engine,,4.32,6.4,2.34,0.1952,0.0226
1011037,1263,Pioneer Crossing LF,PA,727 Redlane Road,Birdsboro,Berks,19508,40.2736,-75.8139,Private,J.P. Mascaro & Sons,1966,2050,Open,"9,994,912",2019,Yes,4.648,1.573,167019-1,Operational,"Project #2, Expansion #1",12/17/2013,,Electricity,Reciprocating Engine,,1.08,1.6,0.56,0.0488,0.0057
1003556,1251,Pottstown LF,PA,1425 Sell Road,Pottstown,Montgomery,19464,40.27087,-75.66966,Private,"Waste Management, Inc.",1948,2005,Closed,"10,586,848",2005,Yes,0.861,0.861,1326-0,Shutdown,Project #1,1/1/1989,12/31/2007,Electricity,Gas Turbine,,6.6,,4,,
1003556,1251,Pottstown LF,PA,1425 Sell Road,Pottstown,Montgomery,19464,40.27087,-75.66966,Private,"Waste Management, Inc.",1948,2005,Closed,"10,586,848",2005,Yes,0.861,0.861,1326-1,Shutdown,"Project #1, De-Expansion #1",1/1/2008,1/15/2016,Electricity,Gas Turbine,,3.1,,1.96,,
,1316,Richard's LF,PA,,Marion Center,Indiana,,,,Private,,,1990,Closed,,,No,,,1392-0,Low Potential,,,,Unknown,Unknown,,,,,,
1005733,1261,Rolling Hills LF,PA,583 Longview Road,Boyertown,Berks,19512,40.3611,-75.7158,Public,"Delaware County, PA",1964,2024,Open,"10,321,196",2010,Yes,1.683,1.683,1336-0,Shutdown,Project #1,4/15/2005,3/1/2006,Electricity,Gas Turbine,,1,2,1.03,,
1005733,1261,Rolling Hills LF,PA,583 Longview Road,Boyertown,Berks,19512,40.3611,-75.7158,Public,"Delaware County, PA",1964,2024,Open,"10,321,196",2010,Yes,1.683,1.683,181107-0,Candidate,,,,Unknown,Unknown,,,,,,
,1842,Rosencranse LF,PA,RD 4,Beach Lake,Wayne,18405,41.58825,-75.15442,Private,John Sexton Sand & Gravel,,,Closed,"1,000,000",1998,Yes,0.17,0.17,166420-0,Unknown,,,,Unknown,Unknown,,,,,,
1004321,1258,Sandy Run Landfill,PA,995 Landfill Road,Hopewell,Bedford,16650,40.132,-78.198,Private,GFL Environmental USA Inc.,1990,2130,Open,"2,408,319",2019,Yes,1.153,1.153,1333-0,Candidate,,,,Unknown,Unknown,,,,,,
,1283,Sanitary LF,PA,,Greensburg,Westmoreland,15062,40.1521,-79.8837,Public,"Municipal Authority of Westmoreland County, PA",,2012,Closed,"398,041",,No,,,1358-0,Low Potential,,,,Unknown,Unknown,,,,,,
1009925,1250,SECCRA Community Landfill,PA,219 Street Road,West Grove,Chester,19390,39.86729,-75.84115,Public,"Southeastern Chester County Refuse Authority (SECCRA), PA",1986,2036,Open,"3,129,198",2019,Yes,1.68,0.78,1325-0,Operational,Project #1,1/15/2007,,Electricity,Reciprocating Engine,,0.43,0.87,0.3,0.0194,0.0023
1009925,1250,SECCRA Community Landfill,PA,219 Street Road,West Grove,Chester,19390,39.86729,-75.84115,Public,"Southeastern Chester County Refuse Authority (SECCRA), PA",1986,2036,Open,"3,129,198",2019,Yes,1.68,0.78,1325-1,Shutdown,"Project #1, Expansion #1",9/22/2008,3/1/2011,Electricity,Reciprocating Engine,,0.53,1.06,0.6,0.0000,0.0000
1009925,1250,SECCRA Community Landfill,PA,219 Street Road,West Grove,Chester,19390,39.86729,-75.84115,Public,"Southeastern Chester County Refuse Authority (SECCRA), PA",1986,2036,Open,"3,129,198",2019,Yes,1.68,0.78,1325-2,Operational,"Project #1, Expansion #2",9/1/2010,,Electricity,Reciprocating Engine,,0.8,1.6,0.6,0.0361,0.0042
1002035,1298,Seneca Landfill Inc.,PA,421 Hartmann Road,Evans City,Butler,16033,40.8117,-80.0783,Private,"Vogel Disposal Service, Inc.",1965,2023,Open,"11,618,297",2019,Yes,3.267,0,1373-0,Shutdown,Project #1,12/20/2008,2/1/2018,Electricity,Cogeneration,,0.33,0.33,0.099,,
1002035,1298,Seneca Landfill Inc.,PA,421 Hartmann Road,Evans City,Butler,16033,40.8117,-80.0783,Private,"Vogel Disposal Service, Inc.",1965,2023,Open,"11,618,297",2019,Yes,3.267,0,180833-0,Shutdown,Project #2,2/1/2011,12/31/2019,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,2.45,0.0000,0.0000
1002035,1298,Seneca Landfill Inc.,PA,421 Hartmann Road,Evans City,Butler,16033,40.8117,-80.0783,Private,"Vogel Disposal Service, Inc.",1965,2023,Open,"11,618,297",2019,Yes,3.267,0,180833-1,Operational,"Project #2, De-Expansion #1",1/1/2020,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,1.17,0.1024,0.0092
1002035,1298,Seneca Landfill Inc.,PA,421 Hartmann Road,Evans City,Butler,16033,40.8117,-80.0783,Private,"Vogel Disposal Service, Inc.",1965,2023,Open,"11,618,297",2019,Yes,3.267,0,181148-0,Shutdown,Project #3,3/28/2012,11/10/2017,Direct,Direct Thermal,,,,0.02,,
1002035,1298,Seneca Landfill Inc.,PA,421 Hartmann Road,Evans City,Butler,16033,40.8117,-80.0783,Private,"Vogel Disposal Service, Inc.",1965,2023,Open,"11,618,297",2019,Yes,3.267,0,201432-0,Operational,Project #4,6/1/2018,,Renewable Natural Gas,Vehicle Fuel,Local Use,,,0.08,0.0070,0.0006
1002035,1298,Seneca Landfill Inc.,PA,421 Hartmann Road,Evans City,Butler,16033,40.8117,-80.0783,Private,"Vogel Disposal Service, Inc.",1965,2023,Open,"11,618,297",2019,Yes,3.267,0,201432-1,Planned,"Project #4, Expansion #1",12/31/2021,,Renewable Natural Gas,Vehicle Fuel,Local Use,,,,0.0000,0.0000
1007686,1282,Shade Landfill,PA,1176 No. 1 Road,Cairnbrook,Somerset,15924,40.12039,-78.80218,Private,"Waste Management, Inc.",1993,2020,Closed,"8,487,347",2013,Yes,0.846,0,180815-0,Shutdown,Combination Project,9/1/2007,12/31/2014,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,3.532,0.0000,0.0000
1007686,1282,Shade Landfill,PA,1176 No. 1 Road,Cairnbrook,Somerset,15924,40.12039,-78.80218,Private,"Waste Management, Inc.",1993,2020,Closed,"8,487,347",2013,Yes,0.846,0,180815-2,Operational,"Combination Project, De-Expansion #1",1/1/2015,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,2.34,0.1024,0.0092
1007691,1843,South Hills Landfill,PA,3100 Hill Road,Library,Allegheny,15129,40.27858,-79.99482,Private,"Waste Management, Inc.",1948,2066,Open,"6,587,823",2019,Yes,0.888,0.888,166422-0,Shutdown,Project #1,7/1/2008,12/31/2013,Renewable Natural Gas,Other,Pipeline Injection,,,1.18,,
1007718,1284,Southern Alleghenies LF,PA,843 Miller Picking Road,Davidsville,Somerset,15928,40.2361,-78.9,Private,GFL Environmental USA Inc.,1979,2084,Open,"9,800,711",2019,Yes,2.88,,1359-0,Shutdown,Project #1,1/1/2001,4/1/2008,Direct,Leachate Evaporation,,,,0.864,,
1007718,1284,Southern Alleghenies LF,PA,843 Miller Picking Road,Davidsville,Somerset,15928,40.2361,-78.9,Private,GFL Environmental USA Inc.,1979,2084,Open,"9,800,711",2019,Yes,2.88,,180815-0,Shutdown,Combination Project,9/1/2007,12/31/2014,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,3.532,0.0000,0.0000
1007718,1284,Southern Alleghenies LF,PA,843 Miller Picking Road,Davidsville,Somerset,15928,40.2361,-78.9,Private,GFL Environmental USA Inc.,1979,2084,Open,"9,800,711",2019,Yes,2.88,,180815-1,Shutdown,Combination Project - Expansion #1,4/1/2008,12/31/2014,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,0.864,0.0000,0.0000
1007718,1284,Southern Alleghenies LF,PA,843 Miller Picking Road,Davidsville,Somerset,15928,40.2361,-78.9,Private,GFL Environmental USA Inc.,1979,2084,Open,"9,800,711",2019,Yes,2.88,,180815-2,Operational,"Combination Project, De-Expansion #1",1/1/2015,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,2.34,0.1024,0.0092
,1320,Tioga County LF,PA,,Blossburg,Tioga,,,,Unknown,,,,Unknown,,,No,,,1396-0,Unknown,,,,Unknown,Unknown,,,,,,
1007634,1252,Tullytown LF,PA,200 Bordentown Road,Tullytown,Bucks,19007,40.13,-74.805,Private,"Waste Management, Inc.",1988,2017,Closed,"46,406,477",2017,Yes,9.293,,1327-0,Shutdown,Combination Project,1/1/1997,6/30/2020,Electricity,Steam Turbine,,9.1,10,,,
1007634,1252,Tullytown LF,PA,200 Bordentown Road,Tullytown,Bucks,19007,40.13,-74.805,Private,"Waste Management, Inc.",1988,2017,Closed,"46,406,477",2017,Yes,9.293,,1327-2,Shutdown,Combination Project - Expansion #2,1/1/2005,6/30/2020,Electricity,Steam Turbine,,10,10,,,
1007634,1252,Tullytown LF,PA,200 Bordentown Road,Tullytown,Bucks,19007,40.13,-74.805,Private,"Waste Management, Inc.",1988,2017,Closed,"46,406,477",2017,Yes,9.293,,180121-1,Shutdown,Project #1 - Re-Start (Combination Project),10/1/2007,12/31/2008,Electricity,Gas Turbine,,0.625,3.3,1.2,,
1007634,1252,Tullytown LF,PA,200 Bordentown Road,Tullytown,Bucks,19007,40.13,-74.805,Private,"Waste Management, Inc.",1988,2017,Closed,"46,406,477",2017,Yes,9.293,,201440-0,Operational,Project #3,3/1/2013,,Electricity,Reciprocating Engine,,1.4,1.6,0.74,0.0633,0.0073
1007692,1285,Valley LF,PA,6015 Pleasant Valley Road,Irwin,Westmoreland,15642,40.3881,-79.6742,Private,"Waste Management, Inc.",1960,2053,Open,"9,122,502",2019,Yes,2.026,0.699,1360-0,Operational,Project #1,2/27/2004,,Renewable Natural Gas,Vehicle Fuel,Pipeline Injection,,,1.18,0.1033,0.0093
,1309,Wade LF,PA,,Parker,Armstrong,,,,Unknown,,,1990,Closed,,,No,,,1385-0,Low Potential,,,,Unknown,Unknown,,,,,,
1007960,1274,Wayne Township LF,PA,264 Landfill Lane,Lock Haven,Clinton,17745,41.1619,-77.345,Public,"Clinton County Solid Waste Authority, PA",1974,2048,Open,"4,402,952",2019,Yes,2.163,2.163,1349-0,Shutdown,Project #1,4/1/2000,7/31/2015,Direct,Direct Thermal,,,,0.7,,
1007960,1274,Wayne Township LF,PA,264 Landfill Lane,Lock Haven,Clinton,17745,41.1619,-77.345,Public,"Clinton County Solid Waste Authority, PA",1974,2048,Open,"4,402,952",2019,Yes,2.163,2.163,1349-1,Shutdown,"Project #1, Expansion #1",1/1/2006,7/31/2015,Direct,Direct Thermal,,,,0.3,,
1007960,1274,Wayne Township LF,PA,264 Landfill Lane,Lock Haven,Clinton,17745,41.1619,-77.345,Public,"Clinton County Solid Waste Authority, PA",1974,2048,Open,"4,402,952",2019,Yes,2.163,2.163,200732-0,Planned,Project #2,12/31/2021,,Renewable Natural Gas,Other,,,,,,
1002716,1271,Western Berks Community Landfill & Recycling Center,PA,455 Poplar Neck Road,Birdsboro,Berks,19508,40.30281,-75.90865,Private,"Waste Management, Inc.",1974,2026,Open,"4,850,590",2019,Yes,1.39,1.39,1346-0,Candidate,,,,Unknown,Unknown,,,,,,
1000291,11721,Westmoreland Waste SLF LLC,PA,"900 Tyrol Boulevard
111 Conner Lane",Belle Vernon,Westmoreland,15012,40.1443,-79.8593,Private,Noble Environmental,1965,2055,Open,"6,401,503",2019,Yes,2.23,,181038-0,Operational,Project #1,5/11/2020,,Renewable Natural Gas,Vehicle Fuel,Local Use,,,2.01,0.1760,0.0159
,1272,York County SLF,PA,3969 Plank Road,Stewartstown,York,17363,39.7831,-76.6262,Public,"York County Solid Waste Authority, PA",1974,1997,Closed,"754,137",,No,,,1347-0,Low Potential,,,,Unknown,Unknown,,,,,,
